Acumulado;Fechaacumulado;fecha
54,137;2001-06-1908:00:00;2001-06-19-00:00:00
53,718;2001-06-2008:00:00;2001-06-20-00:00:00
53,28;2001-06-2108:00:00;2001-06-21-00:00:00
52,844;2001-06-2208:00:00;2001-06-22-00:00:00
52,412;2001-06-2308:00:00;2001-06-23-00:00:00
51,981;2001-06-2408:00:00;2001-06-24-00:00:00
51,533;2001-06-2508:00:00;2001-06-25-00:00:00
51,107;2001-06-2608:00:00;2001-06-26-00:00:00
50,644;2001-06-2708:00:00;2001-06-27-00:00:00
50,164;2001-06-2808:00:00;2001-06-28-00:00:00
49,687;2001-06-2908:00:00;2001-06-29-00:00:00
49,174;2001-06-3008:00:00;2001-06-30-00:00:00
48,683;2001-07-0108:00:00;2001-07-01-00:00:00
48,196;2001-07-0208:00:00;2001-07-02-00:00:00
47,693;2001-07-0308:00:00;2001-07-03-00:00:00
47,194;2001-07-0408:00:00;2001-07-04-00:00:00
46,698;2001-07-0508:00:00;2001-07-05-00:00:00
46,224;2001-07-0608:00:00;2001-07-06-00:00:00
45,848;2001-07-0708:00:00;2001-07-07-00:00:00
45,492;2001-07-0808:00:00;2001-07-08-00:00:00
45,119;2001-07-0908:00:00;2001-07-09-00:00:00
44,785;2001-07-1008:00:00;2001-07-10-00:00:00
44,416;2001-07-1108:00:00;2001-07-11-00:00:00
44,086;2001-07-1208:00:00;2001-07-12-00:00:00
43,593;2001-07-1308:00:00;2001-07-13-00:00:00
43,14;2001-07-1408:00:00;2001-07-14-00:00:00
42,708;2001-07-1508:00:00;2001-07-15-00:00:00
42,278;2001-07-1608:00:00;2001-07-16-00:00:00
41,852;2001-07-1708:00:00;2001-07-17-00:00:00
41,428;2001-07-1808:00:00;2001-07-18-00:00:00
41,006;2001-07-1908:00:00;2001-07-19-00:00:00
40,588;2001-07-2008:00:00;2001-07-20-00:00:00
40,172;2001-07-2108:00:00;2001-07-21-00:00:00
39,759;2001-07-2208:00:00;2001-07-22-00:00:00
39,348;2001-07-2308:00:00;2001-07-23-00:00:00
38,872;2001-07-2408:00:00;2001-07-24-00:00:00
38,4;2001-07-2508:00:00;2001-07-25-00:00:00
37,914;2001-07-2608:00:00;2001-07-26-00:00:00
37,449;2001-07-2708:00:00;2001-07-27-00:00:00
37,004;2001-07-2808:00:00;2001-07-28-00:00:00
36,676;2001-07-2908:00:00;2001-07-29-00:00:00
36,204;2001-07-3008:00:00;2001-07-30-00:00:00
35,768;2001-07-3108:00:00;2001-07-31-00:00:00
35,35;2001-08-0108:00:00;2001-08-01-00:00:00
34,936;2001-08-0208:00:00;2001-08-02-00:00:00
34,524;2001-08-0308:00:00;2001-08-03-00:00:00
34,116;2001-08-0408:00:00;2001-08-04-00:00:00
33,695;2001-08-0508:00:00;2001-08-05-00:00:00
33,307;2001-08-0608:00:00;2001-08-06-00:00:00
32,892;2001-08-0708:00:00;2001-08-07-00:00:00
32,495;2001-08-0808:00:00;2001-08-08-00:00:00
32,025;2001-08-0908:00:00;2001-08-09-00:00:00
31,529;2001-08-1008:00:00;2001-08-10-00:00:00
31,022;2001-08-1108:00:00;2001-08-11-00:00:00
30,521;2001-08-1208:00:00;2001-08-12-00:00:00
30,038;2001-08-1308:00:00;2001-08-13-00:00:00
29,633;2001-08-1408:00:00;2001-08-14-00:00:00
29,273;2001-08-1508:00:00;2001-08-15-00:00:00
28,901;2001-08-1608:00:00;2001-08-16-00:00:00
28,504;2001-08-1708:00:00;2001-08-17-00:00:00
28,124;2001-08-1808:00:00;2001-08-18-00:00:00
27,72;2001-08-1908:00:00;2001-08-19-00:00:00
27,332;2001-08-2008:00:00;2001-08-20-00:00:00
26,933;2001-08-2108:00:00;2001-08-21-00:00:00
26,538;2001-08-2208:00:00;2001-08-22-00:00:00
26,16;2001-08-2308:00:00;2001-08-23-00:00:00
25,731;2001-08-2408:00:00;2001-08-24-00:00:00
25,346;2001-08-2508:00:00;2001-08-25-00:00:00
24,977;2001-08-2608:00:00;2001-08-26-00:00:00
24,599;2001-08-2708:00:00;2001-08-27-00:00:00
24,159;2001-08-2808:00:00;2001-08-28-00:00:00
23,774;2001-08-2908:00:00;2001-08-29-00:00:00
23,406;2001-08-3008:00:00;2001-08-30-00:00:00
23,028;2001-08-3108:00:00;2001-08-31-00:00:00
22,653;2001-09-0108:00:00;2001-09-01-00:00:00
22,27;2001-09-0208:00:00;2001-09-02-00:00:00
21,902;2001-09-0308:00:00;2001-09-03-00:00:00
21,526;2001-09-0408:00:00;2001-09-04-00:00:00
21,166;2001-09-0508:00:00;2001-09-05-00:00:00
20,796;2001-09-0608:00:00;2001-09-06-00:00:00
20,431;2001-09-0708:00:00;2001-09-07-00:00:00
20,104;2001-09-0808:00:00;2001-09-08-00:00:00
19,779;2001-09-0908:00:00;2001-09-09-00:00:00
19,447;2001-09-1008:00:00;2001-09-10-00:00:00
19,151;2001-09-1108:00:00;2001-09-11-00:00:00
18,892;2001-09-1208:00:00;2001-09-12-00:00:00
18,634;2001-09-1308:00:00;2001-09-13-00:00:00
18,334;2001-09-1408:00:00;2001-09-14-00:00:00
18,026;2001-09-1508:00:00;2001-09-15-00:00:00
17,732;2001-09-1608:00:00;2001-09-16-00:00:00
17,44;2001-09-1708:00:00;2001-09-17-00:00:00
17,14;2001-09-1808:00:00;2001-09-18-00:00:00
16,875;2001-09-1908:00:00;2001-09-19-00:00:00
16,665;2001-09-2008:00:00;2001-09-20-00:00:00
16,445;2001-09-2108:00:00;2001-09-21-00:00:00
16,248;2001-09-2208:00:00;2001-09-22-00:00:00
16,052;2001-09-2308:00:00;2001-09-23-00:00:00
15,837;2001-09-2408:00:00;2001-09-24-00:00:00
15,684;2001-09-2508:00:00;2001-09-25-00:00:00
15,513;2001-09-2608:00:00;2001-09-26-00:00:00
15,362;2001-09-2708:00:00;2001-09-27-00:00:00
15,232;2001-09-2808:00:00;2001-09-28-00:00:00
15,102;2001-09-2908:00:00;2001-09-29-00:00:00
14,973;2001-09-3008:00:00;2001-09-30-00:00:00
12,94;2001-10-1608:00:00;2001-10-16-00:00:00
12,821;2001-10-1708:00:00;2001-10-17-00:00:00
12,74;2001-10-1808:00:00;2001-10-18-00:00:00
12,668;2001-10-1908:00:00;2001-10-19-00:00:00
12,858;2001-10-2008:00:00;2001-10-20-00:00:00
13,022;2001-10-2108:00:00;2001-10-21-00:00:00
13,086;2001-10-2208:00:00;2001-10-22-00:00:00
13,123;2001-10-2308:00:00;2001-10-23-00:00:00
13,178;2001-10-2408:00:00;2001-10-24-00:00:00
13,206;2001-10-2508:00:00;2001-10-25-00:00:00
13,206;2001-10-2608:00:00;2001-10-26-00:00:00
13,187;2001-10-2708:00:00;2001-10-27-00:00:00
13,16;2001-10-2808:00:00;2001-10-28-00:00:00
13,132;2001-10-2908:00:00;2001-10-29-00:00:00
13,095;2001-10-3008:00:00;2001-10-30-00:00:00
13,04;2001-10-3108:00:00;2001-10-31-00:00:00
13,004;2001-11-0108:00:00;2001-11-01-00:00:00
12,967;2001-11-0208:00:00;2001-11-02-00:00:00
12,93;2001-11-0308:00:00;2001-11-03-00:00:00
12,894;2001-11-0408:00:00;2001-11-04-00:00:00
12,839;2001-11-0508:00:00;2001-11-05-00:00:00
12,785;2001-11-0608:00:00;2001-11-06-00:00:00
12,713;2001-11-0708:00:00;2001-11-07-00:00:00
12,65;2001-11-0808:00:00;2001-11-08-00:00:00
12,596;2001-11-0908:00:00;2001-11-09-00:00:00
12,551;2001-11-1008:00:00;2001-11-10-00:00:00
12,542;2001-11-1108:00:00;2001-11-11-00:00:00
12,497;2001-11-1208:00:00;2001-11-12-00:00:00
12,47;2001-11-1308:00:00;2001-11-13-00:00:00
12,551;2001-11-1408:00:00;2001-11-14-00:00:00
12,668;2001-11-1508:00:00;2001-11-15-00:00:00
12,722;2001-11-1608:00:00;2001-11-16-00:00:00
12,785;2001-11-1708:00:00;2001-11-17-00:00:00
12,839;2001-11-1808:00:00;2001-11-18-00:00:00
12,912;2001-11-1908:00:00;2001-11-19-00:00:00
12,994;2001-11-2008:00:00;2001-11-20-00:00:00
13,086;2001-11-2108:00:00;2001-11-21-00:00:00
13,16;2001-11-2208:00:00;2001-11-22-00:00:00
13,224;2001-11-2308:00:00;2001-11-23-00:00:00
13,27;2001-11-2408:00:00;2001-11-24-00:00:00
13,335;2001-11-2508:00:00;2001-11-25-00:00:00
13,391;2001-11-2608:00:00;2001-11-26-00:00:00
13,437;2001-11-2708:00:00;2001-11-27-00:00:00
13,484;2001-11-2808:00:00;2001-11-28-00:00:00
13,531;2001-11-2908:00:00;2001-11-29-00:00:00
13,568;2001-11-3008:00:00;2001-11-30-00:00:00
13,615;2001-12-0108:00:00;2001-12-01-00:00:00
13,662;2001-12-0208:00:00;2001-12-02-00:00:00
13,699;2001-12-0308:00:00;2001-12-03-00:00:00
13,747;2001-12-0408:00:00;2001-12-04-00:00:00
13,784;2001-12-0508:00:00;2001-12-05-00:00:00
13,822;2001-12-0608:00:00;2001-12-06-00:00:00
13,86;2001-12-0708:00:00;2001-12-07-00:00:00
13,993;2001-12-1108:00:00;2001-12-11-00:00:00
14,022;2001-12-1208:00:00;2001-12-12-00:00:00
14,041;2001-12-1308:00:00;2001-12-13-00:00:00
14,069;2001-12-1408:00:00;2001-12-14-00:00:00
14,079;2001-12-1508:00:00;2001-12-15-00:00:00
14,098;2001-12-1608:00:00;2001-12-16-00:00:00
14,108;2001-12-1708:00:00;2001-12-17-00:00:00
14,041;2001-12-1808:00:00;2001-12-18-00:00:00
13,964;2001-12-1908:00:00;2001-12-19-00:00:00
14,165;2001-12-2008:00:00;2001-12-20-00:00:00
14,184;2001-12-2108:00:00;2001-12-21-00:00:00
14,184;2001-12-2208:00:00;2001-12-22-00:00:00
14,194;2001-12-2308:00:00;2001-12-23-00:00:00
14,203;2001-12-2408:00:00;2001-12-24-00:00:00
14,194;2001-12-2508:00:00;2001-12-25-00:00:00
14,203;2001-12-2608:00:00;2001-12-26-00:00:00
14,213;2001-12-2708:00:00;2001-12-27-00:00:00
14,213;2001-12-2808:00:00;2001-12-28-00:00:00
14,223;2001-12-2908:00:00;2001-12-29-00:00:00
14,242;2001-12-3008:00:00;2001-12-30-00:00:00
14,28;2001-12-3108:00:00;2001-12-31-00:00:00
14,396;2002-01-0108:00:00;2002-01-01-00:00:00
14,483;2002-01-0208:00:00;2002-01-02-00:00:00
14,659;2002-01-0308:00:00;2002-01-03-00:00:00
14,855;2002-01-0408:00:00;2002-01-04-00:00:00
15,023;2002-01-0508:00:00;2002-01-05-00:00:00
15,152;2002-01-0608:00:00;2002-01-06-00:00:00
15,262;2002-01-0708:00:00;2002-01-07-00:00:00
15,362;2002-01-0808:00:00;2002-01-08-00:00:00
15,442;2002-01-0908:00:00;2002-01-09-00:00:00
15,513;2002-01-1008:00:00;2002-01-10-00:00:00
15,583;2002-01-1108:00:00;2002-01-11-00:00:00
15,644;2002-01-1208:00:00;2002-01-12-00:00:00
15,715;2002-01-1308:00:00;2002-01-13-00:00:00
15,776;2002-01-1408:00:00;2002-01-14-00:00:00
15,837;2002-01-1508:00:00;2002-01-15-00:00:00
15,898;2002-01-1608:00:00;2002-01-16-00:00:00
15,949;2002-01-1708:00:00;2002-01-17-00:00:00
16,011;2002-01-1808:00:00;2002-01-18-00:00:00
16,083;2002-01-1908:00:00;2002-01-19-00:00:00
16,145;2002-01-2008:00:00;2002-01-20-00:00:00
16,196;2002-01-2108:00:00;2002-01-21-00:00:00
16,269;2002-01-2208:00:00;2002-01-22-00:00:00
16,341;2002-01-2308:00:00;2002-01-23-00:00:00
16,77;2002-01-2408:00:00;2002-01-24-00:00:00
17,087;2002-01-2508:00:00;2002-01-25-00:00:00
17,322;2002-01-2608:00:00;2002-01-26-00:00:00
17,515;2002-01-2708:00:00;2002-01-27-00:00:00
17,667;2002-01-2808:00:00;2002-01-28-00:00:00
17,819;2002-01-2908:00:00;2002-01-29-00:00:00
17,949;2002-01-3008:00:00;2002-01-30-00:00:00
18,081;2002-01-3108:00:00;2002-01-31-00:00:00
18,202;2002-02-0108:00:00;2002-02-01-00:00:00
18,301;2002-02-0208:00:00;2002-02-02-00:00:00
18,412;2002-02-0308:00:00;2002-02-03-00:00:00
18,5;2002-02-0408:00:00;2002-02-04-00:00:00
18,589;2002-02-0508:00:00;2002-02-05-00:00:00
18,847;2002-02-0608:00:00;2002-02-06-00:00:00
19,094;2002-02-0708:00:00;2002-02-07-00:00:00
19,321;2002-02-0808:00:00;2002-02-08-00:00:00
19,584;2002-02-0908:00:00;2002-02-09-00:00:00
19,814;2002-02-1008:00:00;2002-02-10-00:00:00
20,034;2002-02-1108:00:00;2002-02-11-00:00:00
20,232;2002-02-1208:00:00;2002-02-12-00:00:00
20,396;2002-02-1308:00:00;2002-02-13-00:00:00
20,56;2002-02-1408:00:00;2002-02-14-00:00:00
20,725;2002-02-1508:00:00;2002-02-15-00:00:00
20,879;2002-02-1608:00:00;2002-02-16-00:00:00
21,01;2002-02-1708:00:00;2002-02-17-00:00:00
21,142;2002-02-1808:00:00;2002-02-18-00:00:00
21,261;2002-02-1908:00:00;2002-02-19-00:00:00
21,37;2002-02-2008:00:00;2002-02-20-00:00:00
21,478;2002-02-2108:00:00;2002-02-21-00:00:00
21,599;2002-02-2208:00:00;2002-02-22-00:00:00
21,696;2002-02-2308:00:00;2002-02-23-00:00:00
21,805;2002-02-2408:00:00;2002-02-24-00:00:00
21,902;2002-02-2508:00:00;2002-02-25-00:00:00
22;2002-02-2608:00:00;2002-02-26-00:00:00
22,098;2002-02-2708:00:00;2002-02-27-00:00:00
22,209;2002-02-2808:00:00;2002-02-28-00:00:00
22,332;2002-03-0108:00:00;2002-03-01-00:00:00
22,48;2002-03-0208:00:00;2002-03-02-00:00:00
22,616;2002-03-0308:00:00;2002-03-03-00:00:00
22,74;2002-03-0408:00:00;2002-03-04-00:00:00
22,865;2002-03-0508:00:00;2002-03-05-00:00:00
23,015;2002-03-0608:00:00;2002-03-06-00:00:00
23,166;2002-03-0708:00:00;2002-03-07-00:00:00
23,355;2002-03-0808:00:00;2002-03-08-00:00:00
23,621;2002-03-0908:00:00;2002-03-09-00:00:00
23,889;2002-03-1008:00:00;2002-03-10-00:00:00
24,159;2002-03-1108:00:00;2002-03-11-00:00:00
24,43;2002-03-1208:00:00;2002-03-12-00:00:00
24,729;2002-03-1308:00:00;2002-03-13-00:00:00
25,082;2002-03-1408:00:00;2002-03-14-00:00:00
25,638;2002-03-1508:00:00;2002-03-15-00:00:00
26,281;2002-03-1608:00:00;2002-03-16-00:00:00
26,947;2002-03-1708:00:00;2002-03-17-00:00:00
27,511;2002-03-1808:00:00;2002-03-18-00:00:00
28,124;2002-03-1908:00:00;2002-03-19-00:00:00
28,759;2002-03-2008:00:00;2002-03-20-00:00:00
29,373;2002-03-2108:00:00;2002-03-21-00:00:00
29,951;2002-03-2208:00:00;2002-03-22-00:00:00
30,447;2002-03-2308:00:00;2002-03-23-00:00:00
30,889;2002-03-2408:00:00;2002-03-24-00:00:00
31,29;2002-03-2508:00:00;2002-03-25-00:00:00
31,634;2002-03-2608:00:00;2002-03-26-00:00:00
31,919;2002-03-2708:00:00;2002-03-27-00:00:00
32,176;2002-03-2808:00:00;2002-03-28-00:00:00
32,418;2002-03-2908:00:00;2002-03-29-00:00:00
32,632;2002-03-3008:00:00;2002-03-30-00:00:00
32,815;2002-03-3108:00:00;2002-03-31-00:00:00
32,984;2002-04-0108:00:00;2002-04-01-00:00:00
33,153;2002-04-0208:00:00;2002-04-02-00:00:00
33,323;2002-04-0308:00:00;2002-04-03-00:00:00
33,493;2002-04-0408:00:00;2002-04-04-00:00:00
33,648;2002-04-0508:00:00;2002-04-05-00:00:00
33,804;2002-04-0608:00:00;2002-04-06-00:00:00
34,006;2002-04-0708:00:00;2002-04-07-00:00:00
34,257;2002-04-0808:00:00;2002-04-08-00:00:00
34,603;2002-04-0908:00:00;2002-04-09-00:00:00
34,872;2002-04-1008:00:00;2002-04-10-00:00:00
35,127;2002-04-1108:00:00;2002-04-11-00:00:00
35,398;2002-04-1208:00:00;2002-04-12-00:00:00
35,864;2002-04-1308:00:00;2002-04-13-00:00:00
36,334;2002-04-1408:00:00;2002-04-14-00:00:00
36,725;2002-04-1508:00:00;2002-04-15-00:00:00
37,053;2002-04-1608:00:00;2002-04-16-00:00:00
37,367;2002-04-1708:00:00;2002-04-17-00:00:00
37,648;2002-04-1808:00:00;2002-04-18-00:00:00
37,931;2002-04-1908:00:00;2002-04-19-00:00:00
38,199;2002-04-2008:00:00;2002-04-20-00:00:00
38,45;2002-04-2108:00:00;2002-04-21-00:00:00
38,703;2002-04-2208:00:00;2002-04-22-00:00:00
38,957;2002-04-2308:00:00;2002-04-23-00:00:00
39,195;2002-04-2408:00:00;2002-04-24-00:00:00
39,399;2002-04-2508:00:00;2002-04-25-00:00:00
39,621;2002-04-2608:00:00;2002-04-26-00:00:00
39,81;2002-04-2708:00:00;2002-04-27-00:00:00
39,999;2002-04-2808:00:00;2002-04-28-00:00:00
40,155;2002-04-2908:00:00;2002-04-29-00:00:00
40,31;2002-04-3008:00:00;2002-04-30-00:00:00
40,449;2002-05-0108:00:00;2002-05-01-00:00:00
40,588;2002-05-0208:00:00;2002-05-02-00:00:00
40,71;2002-05-0308:00:00;2002-05-03-00:00:00
40,849;2002-05-0408:00:00;2002-05-04-00:00:00
40,971;2002-05-0508:00:00;2002-05-05-00:00:00
41,076;2002-05-0608:00:00;2002-05-06-00:00:00
41,199;2002-05-0708:00:00;2002-05-07-00:00:00
41,34;2002-05-0808:00:00;2002-05-08-00:00:00
41,569;2002-05-0908:00:00;2002-05-09-00:00:00
41,994;2002-05-1008:00:00;2002-05-10-00:00:00
42,368;2002-05-1108:00:00;2002-05-11-00:00:00
42,672;2002-05-1208:00:00;2002-05-12-00:00:00
42,941;2002-05-1308:00:00;2002-05-13-00:00:00
43,176;2002-05-1408:00:00;2002-05-14-00:00:00
43,357;2002-05-1508:00:00;2002-05-15-00:00:00
43,538;2002-05-1608:00:00;2002-05-16-00:00:00
43,72;2002-05-1708:00:00;2002-05-17-00:00:00
43,884;2002-05-1808:00:00;2002-05-18-00:00:00
44,031;2002-05-1908:00:00;2002-05-19-00:00:00
44,159;2002-05-2008:00:00;2002-05-20-00:00:00
44,287;2002-05-2108:00:00;2002-05-21-00:00:00
44,416;2002-05-2208:00:00;2002-05-22-00:00:00
44,563;2002-05-2308:00:00;2002-05-23-00:00:00
44,693;2002-05-2408:00:00;2002-05-24-00:00:00
44,785;2002-05-2508:00:00;2002-05-25-00:00:00
44,896;2002-05-2608:00:00;2002-05-26-00:00:00
44,989;2002-05-2708:00:00;2002-05-27-00:00:00
45,082;2002-05-2808:00:00;2002-05-28-00:00:00
45,156;2002-05-2908:00:00;2002-05-29-00:00:00
45,249;2002-05-3008:00:00;2002-05-30-00:00:00
45,193;2002-05-3108:00:00;2002-05-31-00:00:00
45,175;2002-06-0108:00:00;2002-06-01-00:00:00
45,119;2002-06-0208:00:00;2002-06-02-00:00:00
45,063;2002-06-0308:00:00;2002-06-03-00:00:00
44,989;2002-06-0408:00:00;2002-06-04-00:00:00
45,026;2002-06-0508:00:00;2002-06-05-00:00:00
45,38;2002-06-0608:00:00;2002-06-06-00:00:00
45,716;2002-06-0708:00:00;2002-06-07-00:00:00
46,092;2002-06-0808:00:00;2002-06-08-00:00:00
46,565;2002-06-0908:00:00;2002-06-09-00:00:00
46,965;2002-06-1008:00:00;2002-06-10-00:00:00
47,29;2002-06-1108:00:00;2002-06-11-00:00:00
47,539;2002-06-1208:00:00;2002-06-12-00:00:00
47,751;2002-06-1308:00:00;2002-06-13-00:00:00
47,945;2002-06-1408:00:00;2002-06-14-00:00:00
48,099;2002-06-1508:00:00;2002-06-15-00:00:00
48,235;2002-06-1608:00:00;2002-06-16-00:00:00
48,352;2002-06-1708:00:00;2002-06-17-00:00:00
48,332;2002-06-1808:00:00;2002-06-18-00:00:00
48,177;2002-06-1908:00:00;2002-06-19-00:00:00
48,022;2002-06-2008:00:00;2002-06-20-00:00:00
47,848;2002-06-2108:00:00;2002-06-21-00:00:00
47,655;2002-06-2208:00:00;2002-06-22-00:00:00
47,501;2002-06-2308:00:00;2002-06-23-00:00:00
47,328;2002-06-2408:00:00;2002-06-24-00:00:00
47,137;2002-06-2508:00:00;2002-06-25-00:00:00
46,965;2002-06-2608:00:00;2002-06-26-00:00:00
46,793;2002-06-2708:00:00;2002-06-27-00:00:00
46,584;2002-06-2808:00:00;2002-06-28-00:00:00
46,376;2002-06-2908:00:00;2002-06-29-00:00:00
46,187;2002-06-3008:00:00;2002-06-30-00:00:00
45,979;2002-07-0108:00:00;2002-07-01-00:00:00
45,773;2002-07-0208:00:00;2002-07-02-00:00:00
45,548;2002-07-0308:00:00;2002-07-03-00:00:00
45,175;2002-07-0408:00:00;2002-07-04-00:00:00
44,822;2002-07-0508:00:00;2002-07-05-00:00:00
44,471;2002-07-0608:00:00;2002-07-06-00:00:00
44,141;2002-07-0708:00:00;2002-07-07-00:00:00
43,775;2002-07-0808:00:00;2002-07-08-00:00:00
43,466;2002-07-0908:00:00;2002-07-09-00:00:00
43,176;2002-07-1008:00:00;2002-07-10-00:00:00
42,851;2002-07-1108:00:00;2002-07-11-00:00:00
42,528;2002-07-1208:00:00;2002-07-12-00:00:00
42,207;2002-07-1308:00:00;2002-07-13-00:00:00
41,869;2002-07-1408:00:00;2002-07-14-00:00:00
41,551;2002-07-1508:00:00;2002-07-15-00:00:00
41,234;2002-07-1608:00:00;2002-07-16-00:00:00
40,919;2002-07-1708:00:00;2002-07-17-00:00:00
40,57;2002-07-1808:00:00;2002-07-18-00:00:00
40,207;2002-07-1908:00:00;2002-07-19-00:00:00
39,81;2002-07-2008:00:00;2002-07-20-00:00:00
39,433;2002-07-2108:00:00;2002-07-21-00:00:00
39,076;2002-07-2208:00:00;2002-07-22-00:00:00
38,72;2002-07-2308:00:00;2002-07-23-00:00:00
38,35;2002-07-2408:00:00;2002-07-24-00:00:00
37,981;2002-07-2508:00:00;2002-07-25-00:00:00
37,598;2002-07-2608:00:00;2002-07-26-00:00:00
37,201;2002-07-2708:00:00;2002-07-27-00:00:00
36,791;2002-07-2808:00:00;2002-07-28-00:00:00
36,431;2002-07-2908:00:00;2002-07-29-00:00:00
36,026;2002-07-3008:00:00;2002-07-30-00:00:00
35,591;2002-07-3108:00:00;2002-07-31-00:00:00
35,143;2002-08-0108:00:00;2002-08-01-00:00:00
34,667;2002-08-0208:00:00;2002-08-02-00:00:00
34,21;2002-08-0308:00:00;2002-08-03-00:00:00
33,788;2002-08-0408:00:00;2002-08-04-00:00:00
33,323;2002-08-0508:00:00;2002-08-05-00:00:00
32,892;2002-08-0608:00:00;2002-08-06-00:00:00
32,449;2002-08-0708:00:00;2002-08-07-00:00:00
32,01;2002-08-0808:00:00;2002-08-08-00:00:00
31,574;2002-08-0908:00:00;2002-08-09-00:00:00
31,305;2002-08-1008:00:00;2002-08-10-00:00:00
30,786;2002-08-1108:00:00;2002-08-11-00:00:00
30,389;2002-08-1208:00:00;2002-08-12-00:00:00
29,995;2002-08-1308:00:00;2002-08-13-00:00:00
29,604;2002-08-1408:00:00;2002-08-14-00:00:00
29,216;2002-08-1508:00:00;2002-08-15-00:00:00
29,216;2002-08-1608:00:00;2002-08-16-00:00:00
28,533;2002-08-1708:00:00;2002-08-17-00:00:00
28,152;2002-08-1808:00:00;2002-08-18-00:00:00
27,761;2002-08-1908:00:00;2002-08-19-00:00:00
27,387;2002-08-2008:00:00;2002-08-20-00:00:00
27,016;2002-08-2108:00:00;2002-08-21-00:00:00
26,593;2002-08-2208:00:00;2002-08-22-00:00:00
26,2;2002-08-2308:00:00;2002-08-23-00:00:00
25,825;2002-08-2408:00:00;2002-08-24-00:00:00
25,571;2002-08-2508:00:00;2002-08-25-00:00:00
25,32;2002-08-2608:00:00;2002-08-26-00:00:00
25,122;2002-08-2708:00:00;2002-08-27-00:00:00
24,912;2002-08-2808:00:00;2002-08-28-00:00:00
24,755;2002-08-2908:00:00;2002-08-29-00:00:00
24,573;2002-08-3008:00:00;2002-08-30-00:00:00
24,391;2002-08-3108:00:00;2002-08-31-00:00:00
24,21;2002-09-0108:00:00;2002-09-01-00:00:00
24,03;2002-09-0208:00:00;2002-09-02-00:00:00
23,851;2002-09-0308:00:00;2002-09-03-00:00:00
23,672;2002-09-0408:00:00;2002-09-04-00:00:00
23,482;2002-09-0508:00:00;2002-09-05-00:00:00
23,254;2002-09-0608:00:00;2002-09-06-00:00:00
23,028;2002-09-0708:00:00;2002-09-07-00:00:00
22,778;2002-09-0808:00:00;2002-09-08-00:00:00
22,566;2002-09-0908:00:00;2002-09-09-00:00:00
22,381;2002-09-1008:00:00;2002-09-10-00:00:00
22,184;2002-09-1108:00:00;2002-09-11-00:00:00
21,976;2002-09-1208:00:00;2002-09-12-00:00:00
21,781;2002-09-1308:00:00;2002-09-13-00:00:00
21,538;2002-09-1408:00:00;2002-09-14-00:00:00
21,309;2002-09-1508:00:00;2002-09-15-00:00:00
21,046;2002-09-1608:00:00;2002-09-16-00:00:00
20,796;2002-09-1708:00:00;2002-09-17-00:00:00
20,584;2002-09-1808:00:00;2002-09-18-00:00:00
20,337;2002-09-1908:00:00;2002-09-19-00:00:00
20,104;2002-09-2008:00:00;2002-09-20-00:00:00
19,872;2002-09-2108:00:00;2002-09-21-00:00:00
19,664;2002-09-2208:00:00;2002-09-22-00:00:00
19,424;2002-09-2308:00:00;2002-09-23-00:00:00
19,219;2002-09-2408:00:00;2002-09-24-00:00:00
19,004;2002-09-2508:00:00;2002-09-25-00:00:00
18,791;2002-09-2608:00:00;2002-09-26-00:00:00
18,578;2002-09-2708:00:00;2002-09-27-00:00:00
18,367;2002-09-2808:00:00;2002-09-28-00:00:00
18,158;2002-09-2908:00:00;2002-09-29-00:00:00
17,949;2002-09-3008:00:00;2002-09-30-00:00:00
17,743;2002-10-0108:00:00;2002-10-01-00:00:00
17,548;2002-10-0208:00:00;2002-10-02-00:00:00
17,408;2002-10-0308:00:00;2002-10-03-00:00:00
17,29;2002-10-0408:00:00;2002-10-04-00:00:00
17,13;2002-10-0508:00:00;2002-10-05-00:00:00
16,991;2002-10-0608:00:00;2002-10-06-00:00:00
16,854;2002-10-0708:00:00;2002-10-07-00:00:00
16,717;2002-10-0808:00:00;2002-10-08-00:00:00
16,591;2002-10-0908:00:00;2002-10-09-00:00:00
16,57;2002-10-1008:00:00;2002-10-10-00:00:00
16,801;2002-10-1108:00:00;2002-10-11-00:00:00
16,938;2002-10-1208:00:00;2002-10-12-00:00:00
17,055;2002-10-1308:00:00;2002-10-13-00:00:00
17,14;2002-10-1408:00:00;2002-10-14-00:00:00
17,204;2002-10-1508:00:00;2002-10-15-00:00:00
17,279;2002-10-1608:00:00;2002-10-16-00:00:00
17,429;2002-10-1708:00:00;2002-10-17-00:00:00
17,688;2002-10-1808:00:00;2002-10-18-00:00:00
17,862;2002-10-1908:00:00;2002-10-19-00:00:00
17,982;2002-10-2008:00:00;2002-10-20-00:00:00
18,114;2002-10-2108:00:00;2002-10-21-00:00:00
18,389;2002-10-2208:00:00;2002-10-22-00:00:00
18,858;2002-10-2308:00:00;2002-10-23-00:00:00
19,435;2002-10-2408:00:00;2002-10-24-00:00:00
19,872;2002-10-2508:00:00;2002-10-25-00:00:00
20,407;2002-10-2608:00:00;2002-10-26-00:00:00
20,808;2002-10-2708:00:00;2002-10-27-00:00:00
21,094;2002-10-2808:00:00;2002-10-28-00:00:00
21,321;2002-10-2908:00:00;2002-10-29-00:00:00
21,514;2002-10-3008:00:00;2002-10-30-00:00:00
21,756;2002-10-3108:00:00;2002-10-31-00:00:00
